Jun-80,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,31.8
Jul-80,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,32.4
Aug-80,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,32.7
Sep-80,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,32.7
Oct-80,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,34.4
Nov-80,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,35.3
Dec-80,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,35.4
Jan-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,37.6
Feb-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,37.6
Mar-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,39.8
Apr-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,40.6
May-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,41.7
Jun-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,43.9
Jul-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,43.8
Aug-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,43.8
Sep-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,45.9
Oct-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,45.9
Nov-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,46.3
Dec-81,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,46.9
Jan-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,46.9
Feb-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,46.9
Mar-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,49.8
Apr-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,49.9
May-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,50.2
Jun-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,50.3
Jul-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,50.3
Aug-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,50
Sep-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,52.9
Oct-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.2
Nov-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.3
Dec-82,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.3
Jan-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,52.4
Feb-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,52
Mar-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.4
Apr-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56
May-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.7
Jun-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.7
Jul-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.2
Aug-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.2
Sep-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Oct-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.4
Nov-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.6
Dec-83,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.6
Jan-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.4
Feb-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.5
Mar-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.5
Apr-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.5
May-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.5
Jun-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.4
Jul-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.1
Aug-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.2
Sep-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.1
Oct-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.2
Nov-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59
Dec-84,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.4
Jan-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.4
Feb-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.8
Mar-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62
Apr-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.3
May-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.3
Jun-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.1
Jul-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.9
Aug-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.9
Sep-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.9
Oct-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.5
Nov-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.7
Dec-85,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,65.3
Jan-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.3
Feb-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.7
Mar-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.9
Apr-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.4
May-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.3
Jun-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.5
Jul-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.1
Aug-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,54
Sep-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.9
Oct-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.9
Nov-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,54.2
Dec-86,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,54.8
Jan-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.8
Feb-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.1
Mar-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.2
Apr-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.8
May-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.7
Jun-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.6
Jul-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Aug-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Sep-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Oct-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Nov-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Dec-87,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Jan-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Feb-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Mar-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.3
Apr-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.9
May-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.9
Jun-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.9
Jul-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.9
Aug-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.1
Sep-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,54.8
Oct-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,54.9
Nov-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.9
Dec-88,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.5
Jan-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.2
Feb-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.2
Mar-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,53.6
Apr-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,55.4
May-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.5
Jun-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.6
Jul-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.3
Aug-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.3
Sep-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.3
Oct-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.3
Nov-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.3
Dec-89,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.3
Jan-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.4
Feb-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.8
Mar-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.9
Apr-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.9
May-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.5
Jun-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.2
Jul-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.2
Aug-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.2
Sep-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64
Oct-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,68.5
Nov-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,69.9
Dec-90,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,73.7
Jan-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,77
Feb-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,72.4
Mar-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,68.2
Apr-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.9
May-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.8
Jun-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.8
Jul-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.8
Aug-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.8
Sep-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.6
Oct-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.5
Nov-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.6
Dec-91,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.6
Jan-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.6
Feb-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.7
Mar-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.1
Apr-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.4
May-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.4
Jun-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.4
Jul-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.4
Aug-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.4
Sep-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.4
Oct-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.7
Nov-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.8
Dec-92,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.9
Jan-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.3
Feb-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.2
Mar-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.7
Apr-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.7
May-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.5
Jun-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.8
Jul-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.3
Aug-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.7
Sep-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.8
Oct-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.1
Nov-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,57.8
Dec-93,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.1
Jan-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.5
Feb-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,56.9
Mar-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.9
Apr-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,59.8
May-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.3
Jun-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.9
Jul-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.9
Aug-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.9
Sep-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.9
Oct-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.9
Nov-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.9
Dec-94,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.9
Jan-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.8
Feb-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.8
Mar-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.6
Apr-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.7
May-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,69.1
Jun-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,69.1
Jul-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,69.1
Aug-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,67.3
Sep-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,65.8
Oct-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,65.4
Nov-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.6
Dec-95,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.6
Jan-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,63.6
Feb-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.6
Mar-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.8
Apr-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.5
May-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
Jun-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.3
Jul-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,58.9
Aug-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,60.5
Sep-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,65.5
Oct-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,65.5
Nov-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.8
Dec-96,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,67
Jan-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,67.2
Feb-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,67.2
Mar-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,67.1
Apr-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,71.6
May-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,70.9
Jun-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,70.9
Jul-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,71
Aug-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,71
Sep-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,71.3
Oct-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,70.7
Nov-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,69.8
Dec-97,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,70.1
Jan-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,70
Feb-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,69.5
Mar-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,67.6
Apr-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
May-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
Jun-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
Jul-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
Aug-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
Sep-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
Oct-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.3
Nov-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,66.6
Dec-98,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,64.6
Jan-99,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,62.1
Feb-99,"St. John's, Newfoundland and Labrador",10001,Regular unleaded gasoline at full service filling stations,v735046,2.1,61.6
